"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  This data file includes only data prior to the 2015-16 influenza season, and will be presented with the public health and clinical labs combined."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),B,H3N2v
States,Washington,2013,32,117,0,0,0,0,0,0,0,0
States,West Virginia,2013,32,87,0,0,0,0,0,0,0,0
States,Wisconsin,2013,32,20,5,1,0,0,0,0,0,0
States,Wyoming,2013,32,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2013,32,15,73.33,11,0,0,0,0,0,0
States,Virgin Islands,2013,32,X,X,X,X,X,X,X,X,X
States,New York City,2013,32,X,X,X,X,X,X,X,X,X
States,Alabama,2013,33,40,0,0,0,0,0,0,0,0
States,Alaska,2013,33,17,5.88,1,0,0,0,0,0,0
States,Arizona,2013,33,18,5.56,1,0,0,0,0,0,0
States,Arkansas,2013,33,26,0,0,0,0,0,0,0,0
States,California,2013,33,157,0,0,0,0,0,0,0,0
States,Colorado,2013,33,94,0,0,0,0,0,0,0,0
States,Connecticut,2013,33,80,0,0,0,0,0,0,0,0
States,Delaware,2013,33,X,X,X,X,X,X,X,X,X
States,District of Columbia,2013,33,X,X,X,X,X,X,X,X,X
States,Florida,2013,33,X,X,X,X,X,X,X,X,X
States,Georgia,2013,33,122,1.64,0,0,0,1,0,1,0
States,Hawaii,2013,33,86,9.3,1,0,1,0,0,6,0
States,Idaho,2013,33,X,X,X,X,X,X,X,X,X
States,Illinois,2013,33,17,0,0,0,0,0,0,0,0
States,Indiana,2013,33,43,2.33,1,0,0,0,0,0,0
States,Iowa,2013,33,X,X,X,X,X,X,X,X,X
States,Kansas,2013,33,X,X,X,X,X,X,X,X,X
States,Kentucky,2013,33,13,0,0,0,0,0,0,0,0
States,Louisiana,2013,33,X,X,X,X,X,X,X,X,X
States,Maine,2013,33,X,X,X,X,X,X,X,X,X
States,Maryland,2013,33,X,X,X,X,X,X,X,X,X
States,Massachusetts,2013,33,X,X,X,X,X,X,X,X,X
States,Michigan,2013,33,X,X,X,X,X,X,X,X,X
States,Minnesota,2013,33,65,0,0,0,0,0,0,0,0
States,Mississippi,2013,33,X,X,X,X,X,X,X,X,X
States,Missouri,2013,33,173,0.58,0,0,1,0,0,0,0
States,Montana,2013,33,21,0,0,0,0,0,0,0,0
States,Nebraska,2013,33,24,4.17,1,0,0,0,0,0,0
States,Nevada,2013,33,X,X,X,X,X,X,X,X,X
States,New Hampshire,2013,33,X,X,X,X,X,X,X,X,X
States,New Jersey,2013,33,X,X,X,X,X,X,X,X,X
States,New Mexico,2013,33,X,X,X,X,X,X,X,X,X
States,New York,2013,33,267,0,0,0,0,0,0,0,0
States,North Carolina,2013,33,X,X,X,X,X,X,X,X,X
States,North Dakota,2013,33,X,X,X,X,X,X,X,X,X
States,Ohio,2013,33,X,X,X,X,X,X,X,X,X
States,Oklahoma,2013,33,45,0,0,0,0,0,0,0,0
States,Oregon,2013,33,11,0,0,0,0,0,0,0,0
States,Pennsylvania,2013,33,67,0,0,0,0,0,0,0,0
States,Rhode Island,2013,33,X,X,X,X,X,X,X,X,X
States,South Carolina,2013,33,X,X,X,X,X,X,X,X,X
States,South Dakota,2013,33,15,0,0,0,0,0,0,0,0
States,Tennessee,2013,33,X,X,X,X,X,X,X,X,X
States,Texas,2013,33,193,1.55,2,0,0,1,0,0,0
States,Utah,2013,33,157,0,0,0,0,0,0,0,0
States,Vermont,2013,33,X,X,X,X,X,X,X,X,X
States,Virginia,2013,33,10,0,0,0,0,0,0,0,0
States,Washington,2013,33,100,1,0,0,1,0,0,0,0
States,West Virginia,2013,33,81,0,0,0,0,0,0,0,0
States,Wisconsin,2013,33,30,0,0,0,0,0,0,0,0
States,Wyoming,2013,33,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2013,33,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2013,33,X,X,X,X,X,X,X,X,X
States,New York City,2013,33,X,X,X,X,X,X,X,X,X
States,Alabama,2013,34,33,0,0,0,0,0,0,0,0
States,Alaska,2013,34,13,7.69,1,0,0,0,0,0,0
States,Arizona,2013,34,35,0,0,0,0,0,0,0,0
States,Arkansas,2013,34,24,0,0,0,0,0,0,0,0
States,California,2013,34,155,0,0,0,0,0,0,0,0
States,Colorado,2013,34,114,0,0,0,0,0,0,0,0
States,Connecticut,2013,34,71,0,0,0,0,0,0,0,0
States,Delaware,2013,34,X,X,X,X,X,X,X,X,X
States,District of Columbia,2013,34,X,X,X,X,X,X,X,X,X
States,Florida,2013,34,X,X,X,X,X,X,X,X,X
States,Georgia,2013,34,196,1.02,0,0,0,1,0,1,0
States,Hawaii,2013,34,104,2.88,0,0,1,0,0,2,0
States,Idaho,2013,34,X,X,X,X,X,X,X,X,X
States,Illinois,2013,34,11,0,0,0,0,0,0,0,0
States,Indiana,2013,34,45,2.22,0,0,0,0,0,0,1
States,Iowa,2013,34,X,X,X,X,X,X,X,X,X
States,Kansas,2013,34,X,X,X,X,X,X,X,X,X
States,Kentucky,2013,34,22,0,0,0,0,0,0,0,0
States,Louisiana,2013,34,X,X,X,X,X,X,X,X,X
States,Maine,2013,34,X,X,X,X,X,X,X,X,X
States,Maryland,2013,34,X,X,X,X,X,X,X,X,X
States,Massachusetts,2013,34,X,X,X,X,X,X,X,X,X
States,Michigan,2013,34,X,X,X,X,X,X,X,X,X
States,Minnesota,2013,34,65,0,0,0,0,0,0,0,0
States,Mississippi,2013,34,X,X,X,X,X,X,X,X,X
States,Missouri,2013,34,179,0.56,0,0,1,0,0,0,0
States,Montana,2013,34,19,0,0,0,0,0,0,0,0
States,Nebraska,2013,34,16,0,0,0,0,0,0,0,0
States,Nevada,2013,34,X,X,X,X,X,X,X,X,X
States,New Hampshire,2013,34,X,X,X,X,X,X,X,X,X
States,New Jersey,2013,34,X,X,X,X,X,X,X,X,X
States,New Mexico,2013,34,X,X,X,X,X,X,X,X,X
States,New York,2013,34,289,0,0,0,0,0,0,0,0
States,North Carolina,2013,34,X,X,X,X,X,X,X,X,X
States,North Dakota,2013,34,X,X,X,X,X,X,X,X,X
States,Ohio,2013,34,X,X,X,X,X,X,X,X,X
States,Oklahoma,2013,34,49,0,0,0,0,0,0,0,0
States,Oregon,2013,34,X,X,X,X,X,X,X,X,X
States,Pennsylvania,2013,34,76,0,0,0,0,0,0,0,0
States,Rhode Island,2013,34,X,X,X,X,X,X,X,X,X
States,South Carolina,2013,34,X,X,X,X,X,X,X,X,X
States,South Dakota,2013,34,23,0,0,0,0,0,0,0,0
States,Tennessee,2013,34,X,X,X,X,X,X,X,X,X
States,Texas,2013,34,178,0,0,0,0,0,0,0,0
States,Utah,2013,34,145,0.69,0,0,1,0,0,0,0
States,Vermont,2013,34,X,X,X,X,X,X,X,X,X
States,Virginia,2013,34,18,5.56,1,0,0,0,0,0,0
States,Washington,2013,34,108,0,0,0,0,0,0,0,0
States,West Virginia,2013,34,118,0,0,0,0,0,0,0,0
States,Wisconsin,2013,34,34,0,0,0,0,0,0,0,0
States,Wyoming,2013,34,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2013,34,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2013,34,X,X,X,X,X,X,X,X,X
States,New York City,2013,34,X,X,X,X,X,X,X,X,X
States,Alabama,2013,35,45,0,0,0,0,0,0,0,0
States,Alaska,2013,35,23,0,0,0,0,0,0,0,0
States,Arizona,2013,35,55,0,0,0,0,0,0,0,0
States,Arkansas,2013,35,25,0,0,0,0,0,0,0,0
States,California,2013,35,194,0,0,0,0,0,0,0,0
States,Colorado,2013,35,114,0,0,0,0,0,0,0,0
States,Connecticut,2013,35,71,0,0,0,0,0,0,0,0
States,Delaware,2013,35,X,X,X,X,X,X,X,X,X
States,District of Columbia,2013,35,X,X,X,X,X,X,X,X,X
States,Florida,2013,35,X,X,X,X,X,X,X,X,X
States,Georgia,2013,35,221,2.26,1,0,0,2,0,2,0
States,Hawaii,2013,35,110,2.73,0,0,1,0,0,2,0
States,Idaho,2013,35,X,X,X,X,X,X,X,X,X
States,Illinois,2013,35,10,0,0,0,0,0,0,0,0
States,Indiana,2013,35,46,0,0,0,0,0,0,0,0
States,Iowa,2013,35,X,X,X,X,X,X,X,X,X
States,Kansas,2013,35,X,X,X,X,X,X,X,X,X
States,Kentucky,2013,35,16,0,0,0,0,0,0,0,0
States,Louisiana,2013,35,X,X,X,X,X,X,X,X,X
States,Maine,2013,35,X,X,X,X,X,X,X,X,X
States,Maryland,2013,35,X,X,X,X,X,X,X,X,X
States,Massachusetts,2013,35,X,X,X,X,X,X,X,X,X
States,Michigan,2013,35,X,X,X,X,X,X,X,X,X
States,Minnesota,2013,35,49,0,0,0,0,0,0,0,0
States,Mississippi,2013,35,X,X,X,X,X,X,X,X,X
States,Missouri,2013,35,248,0.81,0,0,0,0,0,2,0
States,Montana,2013,35,24,0,0,0,0,0,0,0,0
States,Nebraska,2013,35,23,0,0,0,0,0,0,0,0
States,Nevada,2013,35,X,X,X,X,X,X,X,X,X
States,New Hampshire,2013,35,X,X,X,X,X,X,X,X,X
States,New Jersey,2013,35,X,X,X,X,X,X,X,X,X
States,New Mexico,2013,35,X,X,X,X,X,X,X,X,X
States,New York,2013,35,281,0.71,1,0,1,0,0,0,0
States,North Carolina,2013,35,X,X,X,X,X,X,X,X,X
States,North Dakota,2013,35,X,X,X,X,X,X,X,X,X
States,Ohio,2013,35,X,X,X,X,X,X,X,X,X
States,Oklahoma,2013,35,60,0,0,0,0,0,0,0,0
States,Oregon,2013,35,12,8.33,1,0,0,0,0,0,0
States,Pennsylvania,2013,35,95,2.11,2,0,0,0,0,0,0
States,Rhode Island,2013,35,X,X,X,X,X,X,X,X,X
States,South Carolina,2013,35,X,X,X,X,X,X,X,X,X
States,South Dakota,2013,35,23,0,0,0,0,0,0,0,0
States,Tennessee,2013,35,X,X,X,X,X,X,X,X,X
States,Texas,2013,35,262,1.91,1,0,0,2,0,2,0
States,Utah,2013,35,181,0,0,0,0,0,0,0,0
States,Vermont,2013,35,X,X,X,X,X,X,X,X,X
States,Virginia,2013,35,24,0,0,0,0,0,0,0,0
States,Washington,2013,35,111,0,0,0,0,0,0,0,0
States,West Virginia,2013,35,112,0,0,0,0,0,0,0,0
States,Wisconsin,2013,35,24,4.17,0,0,1,0,0,0,0
States,Wyoming,2013,35,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2013,35,11,81.82,9,0,0,0,0,0,0
States,Virgin Islands,2013,35,X,X,X,X,X,X,X,X,X
States,New York City,2013,35,X,X,X,X,X,X,X,X,X
States,Alabama,2013,36,51,0,0,0,0,0,0,0,0
States,Alaska,2013,36,37,8.11,1,0,1,0,0,1,0
States,Arizona,2013,36,41,0,0,0,0,0,0,0,0
States,Arkansas,2013,36,20,5,1,0,0,0,0,0,0
States,California,2013,36,165,0,0,0,0,0,0,0,0
States,Colorado,2013,36,112,0.89,0,0,1,0,0,0,0
States,Connecticut,2013,36,61,0,0,0,0,0,0,0,0
States,Delaware,2013,36,X,X,X,X,X,X,X,X,X
States,District of Columbia,2013,36,X,X,X,X,X,X,X,X,X
States,Florida,2013,36,X,X,X,X,X,X,X,X,X
States,Georgia,2013,36,232,1.72,0,0,0,3,0,1,0
States,Hawaii,2013,36,110,2.73,0,0,1,1,0,1,0
States,Idaho,2013,36,X,X,X,X,X,X,X,X,X
States,Illinois,2013,36,18,11.11,1,0,0,1,0,0,0
States,Indiana,2013,36,43,0,0,0,0,0,0,0,0
States,Iowa,2013,36,X,X,X,X,X,X,X,X,X
States,Kansas,2013,36,X,X,X,X,X,X,X,X,X
States,Kentucky,2013,36,34,0,0,0,0,0,0,0,0
States,Louisiana,2013,36,X,X,X,X,X,X,X,X,X
States,Maine,2013,36,X,X,X,X,X,X,X,X,X
States,Maryland,2013,36,17,0,0,0,0,0,0,0,0
States,Massachusetts,2013,36,X,X,X,X,X,X,X,X,X
States,Michigan,2013,36,X,X,X,X,X,X,X,X,X
States,Minnesota,2013,36,51,0,0,0,0,0,0,0,0
States,Mississippi,2013,36,X,X,X,X,X,X,X,X,X
States,Missouri,2013,36,213,0,0,0,0,0,0,0,0
States,Montana,2013,36,14,0,0,0,0,0,0,0,0
States,Nebraska,2013,36,24,0,0,0,0,0,0,0,0
States,Nevada,2013,36,X,X,X,X,X,X,X,X,X
States,New Hampshire,2013,36,X,X,X,X,X,X,X,X,X
States,New Jersey,2013,36,X,X,X,X,X,X,X,X,X
States,New Mexico,2013,36,11,9.09,1,0,0,0,0,0,0
States,New York,2013,36,267,0.75,0,0,2,0,0,0,0
States,North Carolina,2013,36,X,X,X,X,X,X,X,X,X
States,North Dakota,2013,36,X,X,X,X,X,X,X,X,X
States,Ohio,2013,36,X,X,X,X,X,X,X,X,X
States,Oklahoma,2013,36,60,1.67,0,0,1,0,0,0,0
States,Oregon,2013,36,X,X,X,X,X,X,X,X,X
States,Pennsylvania,2013,36,72,1.39,0,0,0,0,0,1,0
States,Rhode Island,2013,36,X,X,X,X,X,X,X,X,X
States,South Carolina,2013,36,X,X,X,X,X,X,X,X,X
States,South Dakota,2013,36,29,0,0,0,0,0,0,0,0
States,Tennessee,2013,36,X,X,X,X,X,X,X,X,X
States,Texas,2013,36,360,0.83,3,0,0,0,0,0,0
States,Utah,2013,36,171,0.58,0,0,0,1,0,0,0
States,Vermont,2013,36,X,X,X,X,X,X,X,X,X
States,Virginia,2013,36,37,0,0,0,0,0,0,0,0
States,Washington,2013,36,108,1.85,1,0,0,1,0,0,0
States,West Virginia,2013,36,175,0,0,0,0,0,0,0,0
States,Wisconsin,2013,36,20,5,1,0,0,0,0,0,0
States,Wyoming,2013,36,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2013,36,10,80,8,0,0,0,0,0,0
States,Virgin Islands,2013,36,X,X,X,X,X,X,X,X,X
States,New York City,2013,36,X,X,X,X,X,X,X,X,X
States,Alabama,2013,37,X,X,X,X,X,X,X,X,X
States,Alaska,2013,37,33,15.15,0,0,5,0,0,0,0
States,Arizona,2013,37,32,0,0,0,0,0,0,0,0
States,Arkansas,2013,37,40,0,0,0,0,0,0,0,0
States,California,2013,37,196,0,0,0,0,0,0,0,0
States,Colorado,2013,37,155,0.65,1,0,0,0,0,0,0
States,Connecticut,2013,37,86,0,0,0,0,0,0,0,0
States,Delaware,2013,37,12,0,0,0,0,0,0,0,0
States,District of Columbia,2013,37,X,X,X,X,X,X,X,X,X
States,Florida,2013,37,X,X,X,X,X,X,X,X,X
States,Georgia,2013,37,270,2.22,1,0,1,1,0,3,0
States,Hawaii,2013,37,117,3.42,1,0,1,1,0,1,0
States,Idaho,2013,37,X,X,X,X,X,X,X,X,X
States,Illinois,2013,37,24,0,0,0,0,0,0,0,0
States,Indiana,2013,37,43,0,0,0,0,0,0,0,0
States,Iowa,2013,37,13,7.69,1,0,0,0,0,0,0
States,Kansas,2013,37,X,X,X,X,X,X,X,X,X
States,Kentucky,2013,37,60,0,0,0,0,0,0,0,0
States,Louisiana,2013,37,X,X,X,X,X,X,X,X,X
States,Maine,2013,37,X,X,X,X,X,X,X,X,X
States,Maryland,2013,37,24,0,0,0,0,0,0,0,0
States,Massachusetts,2013,37,X,X,X,X,X,X,X,X,X
States,Michigan,2013,37,X,X,X,X,X,X,X,X,X
States,Minnesota,2013,37,88,0,0,0,0,0,0,0,0
States,Mississippi,2013,37,11,9.09,0,0,0,0,0,1,0
States,Missouri,2013,37,236,0,0,0,0,0,0,0,0
States,Montana,2013,37,21,0,0,0,0,0,0,0,0
States,Nebraska,2013,37,33,0,0,0,0,0,0,0,0
States,Nevada,2013,37,X,X,X,X,X,X,X,X,X
States,New Hampshire,2013,37,X,X,X,X,X,X,X,X,X
States,New Jersey,2013,37,X,X,X,X,X,X,X,X,X
States,New Mexico,2013,37,10,0,0,0,0,0,0,0,0
States,New York,2013,37,310,0.32,1,0,0,0,0,0,0
States,North Carolina,2013,37,X,X,X,X,X,X,X,X,X
States,North Dakota,2013,37,X,X,X,X,X,X,X,X,X
States,Ohio,2013,37,X,X,X,X,X,X,X,X,X
States,Oklahoma,2013,37,68,0,0,0,0,0,0,0,0
States,Oregon,2013,37,11,0,0,0,0,0,0,0,0
States,Pennsylvania,2013,37,71,0,0,0,0,0,0,0,0
States,Rhode Island,2013,37,X,X,X,X,X,X,X,X,X
States,South Carolina,2013,37,17,29.41,5,0,0,0,0,0,0
States,South Dakota,2013,37,29,0,0,0,0,0,0,0,0
States,Tennessee,2013,37,13,0,0,0,0,0,0,0,0
States,Texas,2013,37,366,0.82,0,0,0,1,0,2,0
States,Utah,2013,37,237,1.27,2,0,0,1,0,0,0
States,Vermont,2013,37,X,X,X,X,X,X,X,X,X
States,Virginia,2013,37,20,0,0,0,0,0,0,0,0
States,Washington,2013,37,155,0,0,0,0,0,0,0,0
States,West Virginia,2013,37,184,0,0,0,0,0,0,0,0
States,Wisconsin,2013,37,26,0,0,0,0,0,0,0,0
States,Wyoming,2013,37,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2013,37,28,92.86,26,0,0,0,0,0,0
States,Virgin Islands,2013,37,X,X,X,X,X,X,X,X,X
States,New York City,2013,37,X,X,X,X,X,X,X,X,X
States,Alabama,2013,38,X,X,X,X,X,X,X,X,X
States,Alaska,2013,38,23,4.35,1,0,0,0,0,0,0
States,Arizona,2013,38,42,0,0,0,0,0,0,0,0
States,Arkansas,2013,38,24,0,0,0,0,0,0,0,0
States,California,2013,38,198,0.51,1,0,0,0,0,0,0
States,Colorado,2013,38,145,0,0,0,0,0,0,0,0
States,Connecticut,2013,38,92,1.09,0,0,0,1,0,0,0
States,Delaware,2013,38,10,0,0,0,0,0,0,0,0
States,District of Columbia,2013,38,X,X,X,X,X,X,X,X,X
States,Florida,2013,38,X,X,X,X,X,X,X,X,X
States,Georgia,2013,38,290,2.07,1,0,0,2,0,3,0
States,Hawaii,2013,38,113,3.54,0,0,1,1,0,2,0
States,Idaho,2013,38,X,X,X,X,X,X,X,X,X
States,Illinois,2013,38,54,0,0,0,0,0,0,0,0
States,Indiana,2013,38,45,0,0,0,0,0,0,0,0
States,Iowa,2013,38,X,X,X,X,X,X,X,X,X
States,Kansas,2013,38,X,X,X,X,X,X,X,X,X
States,Kentucky,2013,38,61,0,0,0,0,0,0,0,0
States,Louisiana,2013,38,X,X,X,X,X,X,X,X,X
States,Maine,2013,38,X,X,X,X,X,X,X,X,X
States,Maryland,2013,38,31,0,0,0,0,0,0,0,0
States,Massachusetts,2013,38,X,X,X,X,X,X,X,X,X
States,Michigan,2013,38,10,10,0,0,1,0,0,0,0
States,Minnesota,2013,38,95,0,0,0,0,0,0,0,0
States,Mississippi,2013,38,14,7.14,1,0,0,0,0,0,0
States,Missouri,2013,38,218,0,0,0,0,0,0,0,0
States,Montana,2013,38,39,0,0,0,0,0,0,0,0
States,Nebraska,2013,38,34,0,0,0,0,0,0,0,0
States,Nevada,2013,38,X,X,X,X,X,X,X,X,X
States,New Hampshire,2013,38,X,X,X,X,X,X,X,X,X
States,New Jersey,2013,38,X,X,X,X,X,X,X,X,X
States,New Mexico,2013,38,11,9.09,0,0,1,0,0,0,0
States,New York,2013,38,357,1.12,2,0,2,0,0,0,0
States,North Carolina,2013,38,X,X,X,X,X,X,X,X,X
States,North Dakota,2013,38,22,0,0,0,0,0,0,0,0
States,Ohio,2013,38,26,0,0,0,0,0,0,0,0
States,Oklahoma,2013,38,75,0,0,0,0,0,0,0,0
States,Oregon,2013,38,20,0,0,0,0,0,0,0,0
States,Pennsylvania,2013,38,87,0,0,0,0,0,0,0,0
States,Rhode Island,2013,38,X,X,X,X,X,X,X,X,X
States,South Carolina,2013,38,32,6.25,2,0,0,0,0,0,0
States,South Dakota,2013,38,42,2.38,0,0,0,0,0,1,0
States,Tennessee,2013,38,X,X,X,X,X,X,X,X,X
States,Texas,2013,38,454,0.88,1,0,0,0,0,3,0
States,Utah,2013,38,244,1.23,1,0,0,1,0,1,0
States,Vermont,2013,38,X,X,X,X,X,X,X,X,X
States,Virginia,2013,38,22,0,0,0,0,0,0,0,0
States,Washington,2013,38,156,1.92,0,0,1,1,0,1,0
States,West Virginia,2013,38,179,0,0,0,0,0,0,0,0
States,Wisconsin,2013,38,28,0,0,0,0,0,0,0,0
States,Wyoming,2013,38,16,6.25,1,0,0,0,0,0,0
States,Puerto Rico,2013,38,18,77.78,13,0,1,0,0,0,0
States,Virgin Islands,2013,38,X,X,X,X,X,X,X,X,X
States,New York City,2013,38,X,X,X,X,X,X,X,X,X
States,Alabama,2013,39,X,X,X,X,X,X,X,X,X
States,Alaska,2013,39,38,2.63,0,0,1,0,0,0,0
States,Arizona,2013,39,55,5.45,2,0,0,0,0,1,0
States,Arkansas,2013,39,26,0,0,0,0,0,0,0,0
States,California,2013,39,228,0,0,0,0,0,0,0,0
States,Colorado,2013,39,133,2.26,2,0,1,0,0,0,0
States,Connecticut,2013,39,129,0,0,0,0,0,0,0,0
States,Delaware,2013,39,23,0,0,0,0,0,0,0,0
States,District of Columbia,2013,39,X,X,X,X,X,X,X,X,X
States,Florida,2013,39,X,X,X,X,X,X,X,X,X
States,Georgia,2013,39,397,3.27,1,0,0,4,0,8,0
States,Hawaii,2013,39,151,3.31,0,0,4,1,0,0,0
States,Idaho,2013,39,X,X,X,X,X,X,X,X,X
States,Illinois,2013,39,53,0,0,0,0,0,0,0,0
States,Indiana,2013,39,64,1.56,1,0,0,0,0,0,0
States,Iowa,2013,39,X,X,X,X,X,X,X,X,X
States,Kansas,2013,39,X,X,X,X,X,X,X,X,X
States,Kentucky,2013,39,64,0,0,0,0,0,0,0,0
States,Louisiana,2013,39,X,X,X,X,X,X,X,X,X
States,Maine,2013,39,X,X,X,X,X,X,X,X,X
States,Maryland,2013,39,59,0,0,0,0,0,0,0,0
States,Massachusetts,2013,39,X,X,X,X,X,X,X,X,X
States,Michigan,2013,39,X,X,X,X,X,X,X,X,X
States,Minnesota,2013,39,125,0.8,0,0,1,0,0,0,0
States,Mississippi,2013,39,17,11.76,2,0,0,0,0,0,0
States,Missouri,2013,39,254,0.39,1,0,0,0,0,0,0
States,Montana,2013,39,45,0,0,0,0,0,0,0,0
States,Nebraska,2013,39,31,0,0,0,0,0,0,0,0
States,Nevada,2013,39,X,X,X,X,X,X,X,X,X
States,New Hampshire,2013,39,X,X,X,X,X,X,X,X,X
States,New Jersey,2013,39,X,X,X,X,X,X,X,X,X
States,New Mexico,2013,39,X,X,X,X,X,X,X,X,X
States,New York,2013,39,518,0.97,1,0,2,1,0,1,0
States,North Carolina,2013,39,X,X,X,X,X,X,X,X,X
States,North Dakota,2013,39,20,0,0,0,0,0,0,0,0
States,Ohio,2013,39,10,0,0,0,0,0,0,0,0
States,Oklahoma,2013,39,88,0,0,0,0,0,0,0,0
States,Oregon,2013,39,14,0,0,0,0,0,0,0,0
States,Pennsylvania,2013,39,118,0,0,0,0,0,0,0,0
States,Rhode Island,2013,39,X,X,X,X,X,X,X,X,X
States,South Carolina,2013,39,24,0,0,0,0,0,0,0,0
States,South Dakota,2013,39,39,2.56,0,0,0,0,0,1,0
States,Tennessee,2013,39,17,5.88,0,0,0,0,0,1,0
States,Texas,2013,39,467,0.64,0,0,0,0,0,3,0
States,Utah,2013,39,258,1.16,1,0,0,2,0,0,0
States,Vermont,2013,39,X,X,X,X,X,X,X,X,X
States,Virginia,2013,39,24,0,0,0,0,0,0,0,0
States,Washington,2013,39,190,1.05,0,0,0,2,0,0,0
States,West Virginia,2013,39,184,0.54,0,0,1,0,0,0,0
States,Wisconsin,2013,39,38,0,0,0,0,0,0,0,0
States,Wyoming,2013,39,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2013,39,27,88.89,24,0,0,0,0,0,0
States,Virgin Islands,2013,39,X,X,X,X,X,X,X,X,X
States,New York City,2013,39,X,X,X,X,X,X,X,X,X
States,Alabama,2013,40,10,70,7,0,0,0,0,0,0
States,Alaska,2013,40,37,0,0,0,0,0,0,0,0
States,Arizona,2013,40,39,0,0,0,0,0,0,0,0
States,Arkansas,2013,40,30,0,0,0,0,0,0,0,0
States,California,2013,40,256,0.39,1,0,0,0,0,0,0
States,Colorado,2013,40,197,1.02,1,0,0,1,0,0,0
States,Connecticut,2013,40,121,0,0,0,0,0,0,0,0
States,Delaware,2013,40,23,0,0,0,0,0,0,0,0
States,District of Columbia,2013,40,X,X,X,X,X,X,X,X,X
States,Florida,2013,40,X,X,X,X,X,X,X,X,X
States,Georgia,2013,40,423,2.84,0,0,0,0,0,12,0
States,Hawaii,2013,40,127,6.3,1,0,5,1,0,1,0
States,Idaho,2013,40,X,X,X,X,X,X,X,X,X
States,Illinois,2013,40,81,1.23,0,0,0,0,0,1,0
States,Indiana,2013,40,64,0,0,0,0,0,0,0,0
States,Iowa,2013,40,12,25,1,0,1,0,0,0,1
States,Kansas,2013,40,X,X,X,X,X,X,X,X,X
States,Kentucky,2013,40,75,1.33,0,0,0,0,0,1,0
States,Louisiana,2013,40,X,X,X,X,X,X,X,X,X
States,Maine,2013,40,X,X,X,X,X,X,X,X,X
States,Maryland,2013,40,32,3.13,1,0,0,0,0,0,0
States,Massachusetts,2013,40,20,0,0,0,0,0,0,0,0
States,Michigan,2013,40,X,X,X,X,X,X,X,X,X
States,Minnesota,2013,40,131,1.53,2,0,0,0,0,0,0
States,Mississippi,2013,40,20,20,4,0,0,0,0,0,0
States,Missouri,2013,40,287,0,0,0,0,0,0,0,0
States,Montana,2013,40,51,0,0,0,0,0,0,0,0
States,Nebraska,2013,40,41,4.88,1,0,0,0,0,1,0
States,Nevada,2013,40,X,X,X,X,X,X,X,X,X
States,New Hampshire,2013,40,X,X,X,X,X,X,X,X,X
States,New Jersey,2013,40,X,X,X,X,X,X,X,X,X
States,New Mexico,2013,40,13,0,0,0,0,0,0,0,0
States,New York,2013,40,486,1.03,1,0,2,0,0,2,0
States,North Carolina,2013,40,10,20,0,0,1,0,0,1,0
States,North Dakota,2013,40,17,11.76,0,0,0,1,0,1,0
States,Ohio,2013,40,16,12.5,2,0,0,0,0,0,0
States,Oklahoma,2013,40,67,0,0,0,0,0,0,0,0
States,Oregon,2013,40,11,0,0,0,0,0,0,0,0
States,Pennsylvania,2013,40,125,2.4,3,0,0,0,0,0,0
States,Rhode Island,2013,40,X,X,X,X,X,X,X,X,X
States,South Carolina,2013,40,56,0,0,0,0,0,0,0,0
States,South Dakota,2013,40,55,5.45,1,0,0,1,0,1,0
States,Tennessee,2013,40,53,0,0,0,0,0,0,0,0
States,Texas,2013,40,420,1.43,3,0,1,2,0,0,0
States,Utah,2013,40,291,0.69,0,0,0,0,0,2,0
States,Vermont,2013,40,X,X,X,X,X,X,X,X,X
States,Virginia,2013,40,23,0,0,0,0,0,0,0,0
States,Washington,2013,40,212,0.94,0,0,1,0,0,1,0
States,West Virginia,2013,40,205,0,0,0,0,0,0,0,0
States,Wisconsin,2013,40,84,0,0,0,0,0,0,0,0
States,Wyoming,2013,40,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2013,40,10,70,6,0,0,0,0,1,0
States,Virgin Islands,2013,40,X,X,X,X,X,X,X,X,X
States,New York City,2013,40,X,X,X,X,X,X,X,X,X
States,Alabama,2013,41,15,46.67,7,0,0,0,0,0,0
States,Alaska,2013,41,46,0,0,0,0,0,0,0,0
States,Arizona,2013,41,44,2.27,1,0,0,0,0,0,0
States,Arkansas,2013,41,32,0,0,0,0,0,0,0,0
States,California,2013,41,334,1.2,0,0,2,1,0,1,0
States,Colorado,2013,41,223,0.45,0,0,0,0,0,1,0
States,Connecticut,2013,41,123,0.81,0,0,1,0,0,0,0
